Position,Track Name,Artist,Streams,URL,Date,Region
6,Shape of You,Ed Sheeran,5806,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,2017-06-19,pa
7,Tu Foto,Ozuna,5327,https://open.spotify.com/track/0Szp49tpFasIjX04Mcsydp,2017-06-19,pa
8,Hey DJ,CNCO,5102,https://open.spotify.com/track/209gZgcfLq2aUuu51vOWBl,2017-06-19,pa
9,Despacito - Remix,Luis Fonsi,4959,https://open.spotify.com/track/5CtI0qwDJkDQGwXD1H1cLb,2017-06-19,pa
10,"Sola (Remix) [feat. Daddy Yankee, Wisin, Farruko, Zion & Lennox]",Anuel Aa,4858,https://open.spotify.com/track/5q2JbCNi4FcnglgPfxcV65,2017-06-19,pa
1,Felices los 4,Maluma,7692,https://open.spotify.com/track/0qYTZCo5Bwh1nsUFGZP3zn,2017-06-26,pa
2,Me Rehúso,Danny Ocean,6989,https://open.spotify.com/track/6De0lHrwBfPfrhorm9q1Xl,2017-06-26,pa
3,Escápate Conmigo,Wisin,6660,https://open.spotify.com/track/2cnKEkpVUSV4wnjQiTWfH6,2017-06-26,pa
4,Báilame,Nacho,6213,https://open.spotify.com/track/7lRsNbdOGykkMAgsqs4R1C,2017-06-26,pa
5,Ahora Dice,Chris Jeday,6186,https://open.spotify.com/track/22eADXu8DfOAUEDw4vU8qy,2017-06-26,pa
6,Shape of You,Ed Sheeran,5521,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,2017-06-26,pa
7,Tu Foto,Ozuna,5126,https://open.spotify.com/track/0Szp49tpFasIjX04Mcsydp,2017-06-26,pa
8,Hey DJ,CNCO,4966,https://open.spotify.com/track/209gZgcfLq2aUuu51vOWBl,2017-06-26,pa
9,Despacito - Remix,Luis Fonsi,4728,https://open.spotify.com/track/5CtI0qwDJkDQGwXD1H1cLb,2017-06-26,pa
10,"Sola (Remix) [feat. Daddy Yankee, Wisin, Farruko, Zion & Lennox]",Anuel Aa,4614,https://open.spotify.com/track/5q2JbCNi4FcnglgPfxcV65,2017-06-26,pa
1,Mi Gente,J Balvin,11578,https://open.spotify.com/track/2rb5MvYT7ZIxbKW5hfcHx8,2017-07-03,pa
2,Felices los 4,Maluma,7834,https://open.spotify.com/track/0qYTZCo5Bwh1nsUFGZP3zn,2017-07-03,pa
3,Me Rehúso,Danny Ocean,7303,https://open.spotify.com/track/6De0lHrwBfPfrhorm9q1Xl,2017-07-03,pa
4,Escápate Conmigo,Wisin,7179,https://open.spotify.com/track/2cnKEkpVUSV4wnjQiTWfH6,2017-07-03,pa
5,Ahora Dice,Chris Jeday,6535,https://open.spotify.com/track/22eADXu8DfOAUEDw4vU8qy,2017-07-03,pa
6,Báilame,Nacho,5991,https://open.spotify.com/track/7lRsNbdOGykkMAgsqs4R1C,2017-07-03,pa
7,Tu Foto,Ozuna,5642,https://open.spotify.com/track/0Szp49tpFasIjX04Mcsydp,2017-07-03,pa
8,Shape of You,Ed Sheeran,5462,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,2017-07-03,pa
9,Hey DJ,CNCO,5145,https://open.spotify.com/track/209gZgcfLq2aUuu51vOWBl,2017-07-03,pa
10,"Sola (Remix) [feat. Daddy Yankee, Wisin, Farruko, Zion & Lennox]",Anuel Aa,4710,https://open.spotify.com/track/5q2JbCNi4FcnglgPfxcV65,2017-07-03,pa
1,Mi Gente,J Balvin,13155,https://open.spotify.com/track/2rb5MvYT7ZIxbKW5hfcHx8,2017-07-10,pa
2,Me Rehúso,Danny Ocean,7768,https://open.spotify.com/track/6De0lHrwBfPfrhorm9q1Xl,2017-07-10,pa
3,Felices los 4,Maluma,7708,https://open.spotify.com/track/0qYTZCo5Bwh1nsUFGZP3zn,2017-07-10,pa
4,Escápate Conmigo,Wisin,7686,https://open.spotify.com/track/2cnKEkpVUSV4wnjQiTWfH6,2017-07-10,pa
5,Ahora Dice,Chris Jeday,7493,https://open.spotify.com/track/22eADXu8DfOAUEDw4vU8qy,2017-07-10,pa
6,Tu Foto,Ozuna,6179,https://open.spotify.com/track/0Szp49tpFasIjX04Mcsydp,2017-07-10,pa
7,Báilame,Nacho,6059,https://open.spotify.com/track/7lRsNbdOGykkMAgsqs4R1C,2017-07-10,pa
8,Hey DJ,CNCO,5547,https://open.spotify.com/track/209gZgcfLq2aUuu51vOWBl,2017-07-10,pa
9,Shape of You,Ed Sheeran,5215,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,2017-07-10,pa
10,Una Lady Como Tú,Manuel Turizo,5193,https://open.spotify.com/track/7MHN1aCFtLXjownGhvEQlF,2017-07-10,pa
1,Mi Gente,J Balvin,12067,https://open.spotify.com/track/2rb5MvYT7ZIxbKW5hfcHx8,2017-07-17,pa
2,Me Rehúso,Danny Ocean,7332,https://open.spotify.com/track/6De0lHrwBfPfrhorm9q1Xl,2017-07-17,pa
3,Escápate Conmigo,Wisin,7316,https://open.spotify.com/track/2cnKEkpVUSV4wnjQiTWfH6,2017-07-17,pa
4,Felices los 4,Maluma,7206,https://open.spotify.com/track/0qYTZCo5Bwh1nsUFGZP3zn,2017-07-17,pa
5,Ahora Dice,Chris Jeday,7206,https://open.spotify.com/track/22eADXu8DfOAUEDw4vU8qy,2017-07-17,pa
6,Tu Foto,Ozuna,6250,https://open.spotify.com/track/0Szp49tpFasIjX04Mcsydp,2017-07-17,pa
7,Báilame,Nacho,5641,https://open.spotify.com/track/7lRsNbdOGykkMAgsqs4R1C,2017-07-17,pa
8,Hey DJ,CNCO,5525,https://open.spotify.com/track/209gZgcfLq2aUuu51vOWBl,2017-07-17,pa
9,Shape of You,Ed Sheeran,5278,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,2017-07-17,pa
10,Una Lady Como Tú,Manuel Turizo,5129,https://open.spotify.com/track/7MHN1aCFtLXjownGhvEQlF,2017-07-17,pa
1,Mi Gente,J Balvin,11544,https://open.spotify.com/track/2rb5MvYT7ZIxbKW5hfcHx8,2017-07-24,pa
2,Escápate Conmigo,Wisin,7109,https://open.spotify.com/track/2cnKEkpVUSV4wnjQiTWfH6,2017-07-24,pa
3,Me Rehúso,Danny Ocean,7041,https://open.spotify.com/track/6De0lHrwBfPfrhorm9q1Xl,2017-07-24,pa
4,Ahora Dice,Chris Jeday,7017,https://open.spotify.com/track/22eADXu8DfOAUEDw4vU8qy,2017-07-24,pa
5,Felices los 4,Maluma,6480,https://open.spotify.com/track/0qYTZCo5Bwh1nsUFGZP3zn,2017-07-24,pa
6,Tu Foto,Ozuna,5807,https://open.spotify.com/track/0Szp49tpFasIjX04Mcsydp,2017-07-24,pa
7,Una Lady Como Tú,Manuel Turizo,5663,https://open.spotify.com/track/7MHN1aCFtLXjownGhvEQlF,2017-07-24,pa
8,Báilame,Nacho,5404,https://open.spotify.com/track/7lRsNbdOGykkMAgsqs4R1C,2017-07-24,pa
9,Imitadora,Romeo Santos,4877,https://open.spotify.com/track/6r46lnXFbE9fr2d3KNaGbe,2017-07-24,pa
10,Hey DJ,CNCO,4833,https://open.spotify.com/track/209gZgcfLq2aUuu51vOWBl,2017-07-24,pa
1,Mi Gente,J Balvin,10616,https://open.spotify.com/track/2rb5MvYT7ZIxbKW5hfcHx8,2017-07-31,pa
2,Escápate Conmigo,Wisin,7180,https://open.spotify.com/track/2cnKEkpVUSV4wnjQiTWfH6,2017-07-31,pa
3,Me Rehúso,Danny Ocean,6965,https://open.spotify.com/track/6De0lHrwBfPfrhorm9q1Xl,2017-07-31,pa
4,Ahora Dice,Chris Jeday,6406,https://open.spotify.com/track/22eADXu8DfOAUEDw4vU8qy,2017-07-31,pa
5,Felices los 4,Maluma,6066,https://open.spotify.com/track/0qYTZCo5Bwh1nsUFGZP3zn,2017-07-31,pa
6,Tu Foto,Ozuna,6052,https://open.spotify.com/track/0Szp49tpFasIjX04Mcsydp,2017-07-31,pa
7,El Farsante,Ozuna,5916,https://open.spotify.com/track/2LW4Zu7FcrwjWm3t5Rv3Oq,2017-07-31,pa
8,Una Lady Como Tú,Manuel Turizo,5784,https://open.spotify.com/track/7MHN1aCFtLXjownGhvEQlF,2017-07-31,pa
9,Báilame,Nacho,5088,https://open.spotify.com/track/7lRsNbdOGykkMAgsqs4R1C,2017-07-31,pa
10,Shape of You,Ed Sheeran,4482,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,2017-07-31,pa
1,Mi Gente,J Balvin,11025,https://open.spotify.com/track/2rb5MvYT7ZIxbKW5hfcHx8,2017-08-07,pa
2,Escápate Conmigo,Wisin,8026,https://open.spotify.com/track/2cnKEkpVUSV4wnjQiTWfH6,2017-08-07,pa
3,El Farsante,Ozuna,7779,https://open.spotify.com/track/2LW4Zu7FcrwjWm3t5Rv3Oq,2017-08-07,pa
4,Ahora Dice,Chris Jeday,7330,https://open.spotify.com/track/22eADXu8DfOAUEDw4vU8qy,2017-08-07,pa
5,Me Rehúso,Danny Ocean,7243,https://open.spotify.com/track/6De0lHrwBfPfrhorm9q1Xl,2017-08-07,pa
6,Tu Foto,Ozuna,7209,https://open.spotify.com/track/0Szp49tpFasIjX04Mcsydp,2017-08-07,pa
7,Robarte un Beso,Carlos Vives,6594,https://open.spotify.com/track/4z3GJkrtH97Bj6fRta983T,2017-08-07,pa
8,Una Lady Como Tú,Manuel Turizo,6556,https://open.spotify.com/track/7MHN1aCFtLXjownGhvEQlF,2017-08-07,pa
9,Felices los 4,Maluma,6346,https://open.spotify.com/track/0qYTZCo5Bwh1nsUFGZP3zn,2017-08-07,pa
10,Bebe (feat. Anuel AA),Ozuna,5571,https://open.spotify.com/track/6SIrNxmmdbv1KUbFBu1PaN,2017-08-07,pa
1,Mi Gente,J Balvin,10286,https://open.spotify.com/track/2rb5MvYT7ZIxbKW5hfcHx8,2017-08-14,pa
2,El Farsante,DJ Jonathan,8125,https://open.spotify.com/track/66gNNRsKkmECPQUrvpMQtS,2017-08-14,pa
3,Robarte un Beso,Carlos Vives,7956,https://open.spotify.com/track/4z3GJkrtH97Bj6fRta983T,2017-08-14,pa
4,Krippy Kush,Farruko,7898,https://open.spotify.com/track/3rgjBiAMVGnxmsTDmUy8vb,2017-08-14,pa
5,Escápate Conmigo,Wisin,7451,https://open.spotify.com/track/2cnKEkpVUSV4wnjQiTWfH6,2017-08-14,pa
6,Me Rehúso,Danny Ocean,7193,https://open.spotify.com/track/6De0lHrwBfPfrhorm9q1Xl,2017-08-14,pa
7,Ahora Dice,Chris Jeday,6720,https://open.spotify.com/track/22eADXu8DfOAUEDw4vU8qy,2017-08-14,pa
8,Tu Foto,Ozuna,6699,https://open.spotify.com/track/0Szp49tpFasIjX04Mcsydp,2017-08-14,pa
9,Una Lady Como Tú,Manuel Turizo,6601,https://open.spotify.com/track/7MHN1aCFtLXjownGhvEQlF,2017-08-14,pa
10,Felices los 4,Maluma,6267,https://open.spotify.com/track/0qYTZCo5Bwh1nsUFGZP3zn,2017-08-14,pa
1,Mi Gente,J Balvin,9318,https://open.spotify.com/track/2rb5MvYT7ZIxbKW5hfcHx8,2017-08-21,pa
2,Robarte un Beso,Carlos Vives,8470,https://open.spotify.com/track/4z3GJkrtH97Bj6fRta983T,2017-08-21,pa
3,Krippy Kush,Farruko,7526,https://open.spotify.com/track/3rgjBiAMVGnxmsTDmUy8vb,2017-08-21,pa
4,Escápate Conmigo,Wisin,7209,https://open.spotify.com/track/2cnKEkpVUSV4wnjQiTWfH6,2017-08-21,pa
5,El Farsante,Ozuna,6826,https://open.spotify.com/track/2LW4Zu7FcrwjWm3t5Rv3Oq,2017-08-21,pa
6,Una Lady Como Tú,Manuel Turizo,6755,https://open.spotify.com/track/7MHN1aCFtLXjownGhvEQlF,2017-08-21,pa
7,Me Rehúso,Danny Ocean,6753,https://open.spotify.com/track/6De0lHrwBfPfrhorm9q1Xl,2017-08-21,pa
8,Ahora Dice,Chris Jeday,6357,https://open.spotify.com/track/22eADXu8DfOAUEDw4vU8qy,2017-08-21,pa
9,Tu Foto,Ozuna,5959,https://open.spotify.com/track/0Szp49tpFasIjX04Mcsydp,2017-08-21,pa
10,Felices los 4,Maluma,5849,https://open.spotify.com/track/0qYTZCo5Bwh1nsUFGZP3zn,2017-08-21,pa
1,Mi Gente,J Balvin,8440,https://open.spotify.com/track/2rb5MvYT7ZIxbKW5hfcHx8,2017-08-28,pa
2,Robarte un Beso,Carlos Vives,7909,https://open.spotify.com/track/4z3GJkrtH97Bj6fRta983T,2017-08-28,pa
3,El Farsante,Ozuna,7823,https://open.spotify.com/track/5EId1m4DNwTf3at31w8bPJ,2017-08-28,pa
4,Me Rehúso,Danny Ocean,6709,https://open.spotify.com/track/6De0lHrwBfPfrhorm9q1Xl,2017-08-28,pa
5,Escápate Conmigo,Wisin,6630,https://open.spotify.com/track/2cnKEkpVUSV4wnjQiTWfH6,2017-08-28,pa
6,Una Lady Como Tú,Manuel Turizo,6487,https://open.spotify.com/track/7MHN1aCFtLXjownGhvEQlF,2017-08-28,pa
7,Tú Foto,Ozuna,6454,https://open.spotify.com/track/5zSOVwaY3sVjnmLhuEfsuf,2017-08-28,pa
8,Krippy Kush,Farruko,6149,https://open.spotify.com/track/3rgjBiAMVGnxmsTDmUy8vb,2017-08-28,pa
9,Ahora Dice,Chris Jeday,5745,https://open.spotify.com/track/22eADXu8DfOAUEDw4vU8qy,2017-08-28,pa
10,Se Preparó,Ozuna,5341,https://open.spotify.com/track/1m69ELEgE6k5ZWsap40ozt,2017-08-28,pa
1,Robarte un Beso,Carlos Vives,8200,https://open.spotify.com/track/4z3GJkrtH97Bj6fRta983T,2017-09-04,pa
2,Mi Gente,J Balvin,8131,https://open.spotify.com/track/2rb5MvYT7ZIxbKW5hfcHx8,2017-09-04,pa
3,El Farsante,Ozuna,7764,https://open.spotify.com/track/5EId1m4DNwTf3at31w8bPJ,2017-09-04,pa
4,Me Rehúso,Danny Ocean,6969,https://open.spotify.com/track/6De0lHrwBfPfrhorm9q1Xl,2017-09-04,pa
5,Una Lady Como Tú,Manuel Turizo,6611,https://open.spotify.com/track/7MHN1aCFtLXjownGhvEQlF,2017-09-04,pa
6,Escápate Conmigo,Wisin,6535,https://open.spotify.com/track/2cnKEkpVUSV4wnjQiTWfH6,2017-09-04,pa
7,Tú Foto,Ozuna,6261,https://open.spotify.com/track/5zSOVwaY3sVjnmLhuEfsuf,2017-09-04,pa
8,Suena El Dembow,Joey Montana,6088,https://open.spotify.com/track/5TysCiZtv1HnSWcTcUFusI,2017-09-04,pa
9,Krippy Kush,Farruko,5954,https://open.spotify.com/track/3rgjBiAMVGnxmsTDmUy8vb,2017-09-04,pa
10,Ahora Dice,Chris Jeday,5694,https://open.spotify.com/track/22eADXu8DfOAUEDw4vU8qy,2017-09-04,pa
1,Suena El Dembow,Joey Montana,8781,https://open.spotify.com/track/5TysCiZtv1HnSWcTcUFusI,2017-09-11,pa
2,Robarte un Beso,Carlos Vives,8104,https://open.spotify.com/track/4z3GJkrtH97Bj6fRta983T,2017-09-11,pa
3,El Farsante,Ozuna,7847,https://open.spotify.com/track/5EId1m4DNwTf3at31w8bPJ,2017-09-11,pa
4,Mi Gente,J Balvin,7619,https://open.spotify.com/track/2rb5MvYT7ZIxbKW5hfcHx8,2017-09-11,pa
5,Me Rehúso,Danny Ocean,6798,https://open.spotify.com/track/6De0lHrwBfPfrhorm9q1Xl,2017-09-11,pa
6,Una Lady Como Tú,Manuel Turizo,6639,https://open.spotify.com/track/7MHN1aCFtLXjownGhvEQlF,2017-09-11,pa
7,Escápate Conmigo,Wisin,6439,https://open.spotify.com/track/2cnKEkpVUSV4wnjQiTWfH6,2017-09-11,pa
8,Báilame - Remix,Nacho,6201,https://open.spotify.com/track/3VClLWqNn80Llv0PJOsKgr,2017-09-11,pa
9,Tú Foto,Ozuna,6147,https://open.spotify.com/track/5zSOVwaY3sVjnmLhuEfsuf,2017-09-11,pa
10,Se Preparó,Ozuna,5945,https://open.spotify.com/track/1m69ELEgE6k5ZWsap40ozt,2017-09-11,pa
1,Suena El Dembow,Joey Montana,9525,https://open.spotify.com/track/5TysCiZtv1HnSWcTcUFusI,2017-09-18,pa
2,Robarte un Beso,Carlos Vives,8632,https://open.spotify.com/track/4z3GJkrtH97Bj6fRta983T,2017-09-18,pa
3,Mi Gente,J Balvin,8567,https://open.spotify.com/track/2rb5MvYT7ZIxbKW5hfcHx8,2017-09-18,pa
4,El Farsante,Ozuna,7950,https://open.spotify.com/track/5EId1m4DNwTf3at31w8bPJ,2017-09-18,pa
5,Me Rehúso,Danny Ocean,7460,https://open.spotify.com/track/6De0lHrwBfPfrhorm9q1Xl,2017-09-18,pa
6,Se Preparó,Ozuna,7351,https://open.spotify.com/track/1m69ELEgE6k5ZWsap40ozt,2017-09-18,pa
7,Una Lady Como Tú,Manuel Turizo,7047,https://open.spotify.com/track/7MHN1aCFtLXjownGhvEQlF,2017-09-18,pa
8,Escápate Conmigo,Wisin,6917,https://open.spotify.com/track/2cnKEkpVUSV4wnjQiTWfH6,2017-09-18,pa
9,Báilame - Remix,Nacho,6817,https://open.spotify.com/track/3VClLWqNn80Llv0PJOsKgr,2017-09-18,pa
10,Tú Foto,Ozuna,6365,https://open.spotify.com/track/5zSOVwaY3sVjnmLhuEfsuf,2017-09-18,pa
1,Suena El Dembow,Joey Montana,9291,https://open.spotify.com/track/5TysCiZtv1HnSWcTcUFusI,2017-09-25,pa
2,Robarte un Beso,Carlos Vives,7635,https://open.spotify.com/track/4z3GJkrtH97Bj6fRta983T,2017-09-25,pa
3,Mi Gente,J Balvin,6984,https://open.spotify.com/track/2rb5MvYT7ZIxbKW5hfcHx8,2017-09-25,pa
4,Se Preparó,Ozuna,6571,https://open.spotify.com/track/1m69ELEgE6k5ZWsap40ozt,2017-09-25,pa
5,Me Rehúso,Danny Ocean,6431,https://open.spotify.com/track/6De0lHrwBfPfrhorm9q1Xl,2017-09-25,pa
6,El Farsante,Ozuna,6267,https://open.spotify.com/track/5EId1m4DNwTf3at31w8bPJ,2017-09-25,pa
7,Báilame - Remix,Nacho,6224,https://open.spotify.com/track/3VClLWqNn80Llv0PJOsKgr,2017-09-25,pa
8,Escápate Conmigo,Wisin,5764,https://open.spotify.com/track/2cnKEkpVUSV4wnjQiTWfH6,2017-09-25,pa
9,Una Lady Como Tú,Manuel Turizo,5545,https://open.spotify.com/track/7MHN1aCFtLXjownGhvEQlF,2017-09-25,pa
10,Tú Foto,Ozuna,5298,https://open.spotify.com/track/5zSOVwaY3sVjnmLhuEfsuf,2017-09-25,pa
1,Suena El Dembow,Joey Montana,8781,https://open.spotify.com/track/5TysCiZtv1HnSWcTcUFusI,2017-10-02,pa
2,Se Preparó,Ozuna,7625,https://open.spotify.com/track/1m69ELEgE6k5ZWsap40ozt,2017-10-02,pa
3,Robarte un Beso,Carlos Vives,7064,https://open.spotify.com/track/4z3GJkrtH97Bj6fRta983T,2017-10-02,pa
4,Me Rehúso,Danny Ocean,6326,https://open.spotify.com/track/6De0lHrwBfPfrhorm9q1Xl,2017-10-02,pa
5,Báilame - Remix,Nacho,6199,https://open.spotify.com/track/3VClLWqNn80Llv0PJOsKgr,2017-10-02,pa
6,Mi Gente,J Balvin,6076,https://open.spotify.com/track/2rb5MvYT7ZIxbKW5hfcHx8,2017-10-02,pa
7,El Farsante,Ozuna,6039,https://open.spotify.com/track/5EId1m4DNwTf3at31w8bPJ,2017-10-02,pa
8,Escápate Conmigo,Wisin,5515,https://open.spotify.com/track/2cnKEkpVUSV4wnjQiTWfH6,2017-10-02,pa
9,Que Va,Alex Sensation,5399,https://open.spotify.com/track/7ofxPmTNMj2GP07g1VZa0O,2017-10-02,pa
10,Criminal,Natti Natasha,5178,https://open.spotify.com/track/2SmgFAhQkQCQPyBiBxR6Te,2017-10-02,pa
1,Suena El Dembow,Joey Montana,8750,https://open.spotify.com/track/5TysCiZtv1HnSWcTcUFusI,2017-10-09,pa
2,Se Preparó,Ozuna,7730,https://open.spotify.com/track/1m69ELEgE6k5ZWsap40ozt,2017-10-09,pa
3,Robarte un Beso,Carlos Vives,6926,https://open.spotify.com/track/4z3GJkrtH97Bj6fRta983T,2017-10-09,pa
4,Criminal,Natti Natasha,6070,https://open.spotify.com/track/2SmgFAhQkQCQPyBiBxR6Te,2017-10-09,pa
5,Me Rehúso,Danny Ocean,6051,https://open.spotify.com/track/6De0lHrwBfPfrhorm9q1Xl,2017-10-09,pa
6,Báilame - Remix,Nacho,5902,https://open.spotify.com/track/3VClLWqNn80Llv0PJOsKgr,2017-10-09,pa
7,Que Va,Alex Sensation,5617,https://open.spotify.com/track/7ofxPmTNMj2GP07g1VZa0O,2017-10-09,pa
8,El Farsante,Ozuna,5493,https://open.spotify.com/track/5EId1m4DNwTf3at31w8bPJ,2017-10-09,pa
9,Mi Gente,J Balvin,5471,https://open.spotify.com/track/2rb5MvYT7ZIxbKW5hfcHx8,2017-10-09,pa
10,Escápate Conmigo,Wisin,5315,https://open.spotify.com/track/2cnKEkpVUSV4wnjQiTWfH6,2017-10-09,pa
1,Suena El Dembow,Joey Montana,8657,https://open.spotify.com/track/5TysCiZtv1HnSWcTcUFusI,2017-10-16,pa
2,Se Preparó,Ozuna,7761,https://open.spotify.com/track/1m69ELEgE6k5ZWsap40ozt,2017-10-16,pa
3,Criminal,Natti Natasha,6923,https://open.spotify.com/track/2SmgFAhQkQCQPyBiBxR6Te,2017-10-16,pa
4,Robarte un Beso,Carlos Vives,6666,https://open.spotify.com/track/4z3GJkrtH97Bj6fRta983T,2017-10-16,pa
5,Me Rehúso,Danny Ocean,6173,https://open.spotify.com/track/6De0lHrwBfPfrhorm9q1Xl,2017-10-16,pa
6,Que Va,Alex Sensation,6025,https://open.spotify.com/track/7ofxPmTNMj2GP07g1VZa0O,2017-10-16,pa
7,Báilame - Remix,Nacho,5974,https://open.spotify.com/track/3VClLWqNn80Llv0PJOsKgr,2017-10-16,pa
8,Vuelve,Daddy Yankee,5733,https://open.spotify.com/track/0lJCqIx5BhZtf6QtYI2fbv,2017-10-16,pa
9,Mayores,Becky G,5476,https://open.spotify.com/track/7JNh1cfm0eXjqFVOzKLyau,2017-10-16,pa
10,Escápate Conmigo,Wisin,5391,https://open.spotify.com/track/2cnKEkpVUSV4wnjQiTWfH6,2017-10-16,pa
1,Suena El Dembow,Joey Montana,7996,https://open.spotify.com/track/5TysCiZtv1HnSWcTcUFusI,2017-10-23,pa
2,Se Preparó,Ozuna,7356,https://open.spotify.com/track/1m69ELEgE6k5ZWsap40ozt,2017-10-23,pa
3,Criminal,Natti Natasha,7255,https://open.spotify.com/track/2SmgFAhQkQCQPyBiBxR6Te,2017-10-23,pa
4,Robarte un Beso,Carlos Vives,6304,https://open.spotify.com/track/4z3GJkrtH97Bj6fRta983T,2017-10-23,pa
5,Que Va,Alex Sensation,6104,https://open.spotify.com/track/7ofxPmTNMj2GP07g1VZa0O,2017-10-23,pa
6,Vuelve,Daddy Yankee,5877,https://open.spotify.com/track/0lJCqIx5BhZtf6QtYI2fbv,2017-10-23,pa
7,Mayores,Becky G,5857,https://open.spotify.com/track/7JNh1cfm0eXjqFVOzKLyau,2017-10-23,pa
8,Báilame - Remix,Nacho,5812,https://open.spotify.com/track/3VClLWqNn80Llv0PJOsKgr,2017-10-23,pa
9,Me Rehúso,Danny Ocean,5805,https://open.spotify.com/track/6De0lHrwBfPfrhorm9q1Xl,2017-10-23,pa
10,Perro Fiel,Shakira,5036,https://open.spotify.com/track/70lnL3QaSOIIyMa2X9aVRL,2017-10-23,pa
1,Criminal,Natti Natasha,7491,https://open.spotify.com/track/2SmgFAhQkQCQPyBiBxR6Te,2017-10-30,pa
2,Suena El Dembow,Joey Montana,7444,https://open.spotify.com/track/5TysCiZtv1HnSWcTcUFusI,2017-10-30,pa
3,Se Preparó,Ozuna,7408,https://open.spotify.com/track/1m69ELEgE6k5ZWsap40ozt,2017-10-30,pa
4,Vuelve,Daddy Yankee,6396,https://open.spotify.com/track/0lJCqIx5BhZtf6QtYI2fbv,2017-10-30,pa
5,Que Va,Alex Sensation,6290,https://open.spotify.com/track/7ofxPmTNMj2GP07g1VZa0O,2017-10-30,pa
6,Mayores,Becky G,6079,https://open.spotify.com/track/7JNh1cfm0eXjqFVOzKLyau,2017-10-30,pa
7,Robarte un Beso,Carlos Vives,5961,https://open.spotify.com/track/4z3GJkrtH97Bj6fRta983T,2017-10-30,pa
8,Báilame - Remix,Nacho,5661,https://open.spotify.com/track/3VClLWqNn80Llv0PJOsKgr,2017-10-30,pa
9,Me Rehúso,Danny Ocean,5579,https://open.spotify.com/track/6De0lHrwBfPfrhorm9q1Xl,2017-10-30,pa
10,Escápate Conmigo,Wisin,5154,https://open.spotify.com/track/2cnKEkpVUSV4wnjQiTWfH6,2017-10-30,pa
1,Suena El Dembow,Joey Montana,7830,https://open.spotify.com/track/5TysCiZtv1HnSWcTcUFusI,2017-11-06,pa
2,Criminal,Natti Natasha,7728,https://open.spotify.com/track/2SmgFAhQkQCQPyBiBxR6Te,2017-11-06,pa
3,Se Preparó,Ozuna,7549,https://open.spotify.com/track/1m69ELEgE6k5ZWsap40ozt,2017-11-06,pa
4,Sensualidad,Bad Bunny,7359,https://open.spotify.com/track/5hcisvFMidkMJlElTO9Qmw,2017-11-06,pa
5,Vuelve,Daddy Yankee,6606,https://open.spotify.com/track/0lJCqIx5BhZtf6QtYI2fbv,2017-11-06,pa
6,Que Va,Alex Sensation,6605,https://open.spotify.com/track/7ofxPmTNMj2GP07g1VZa0O,2017-11-06,pa
7,Robarte un Beso,Carlos Vives,6167,https://open.spotify.com/track/4z3GJkrtH97Bj6fRta983T,2017-11-06,pa
8,Mayores,Becky G,6112,https://open.spotify.com/track/7JNh1cfm0eXjqFVOzKLyau,2017-11-06,pa
9,Me Rehúso,Danny Ocean,6068,https://open.spotify.com/track/6De0lHrwBfPfrhorm9q1Xl,2017-11-06,pa
10,Báilame - Remix,Nacho,6046,https://open.spotify.com/track/3VClLWqNn80Llv0PJOsKgr,2017-11-06,pa
1,Sensualidad,Bad Bunny,11012,https://open.spotify.com/track/5hcisvFMidkMJlElTO9Qmw,2017-11-13,pa
2,Criminal,Natti Natasha,7999,https://open.spotify.com/track/6Za3190Sbw39BBC77WSS1C,2017-11-13,pa
3,,,7476,https://open.spotify.com/track/1YqcGlCHNquxBhlUZsjhMT,2017-11-13,pa
4,Suena El Dembow,Joey Montana,6873,https://open.spotify.com/track/5TysCiZtv1HnSWcTcUFusI,2017-11-13,pa
5,Que Va,Alex Sensation,6343,https://open.spotify.com/track/7ofxPmTNMj2GP07g1VZa0O,2017-11-13,pa
6,Mayores,Becky G,6294,https://open.spotify.com/track/7JNh1cfm0eXjqFVOzKLyau,2017-11-13,pa
7,Vuelve,Daddy Yankee,6184,https://open.spotify.com/track/0lJCqIx5BhZtf6QtYI2fbv,2017-11-13,pa
8,Robarte un Beso,Carlos Vives,5754,https://open.spotify.com/track/0JcNysfWVWaMS7R6vzGB2k,2017-11-13,pa
9,Havana,Camila Cabello,5415,https://open.spotify.com/track/0ofbQMrRDsUaVKq2mGLEAb,2017-11-13,pa
10,Báilame - Remix,Nacho,5333,https://open.spotify.com/track/3VClLWqNn80Llv0PJOsKgr,2017-11-13,pa
1,Sensualidad,Bad Bunny,11136,https://open.spotify.com/track/5hcisvFMidkMJlElTO9Qmw,2017-11-20,pa
2,Criminal,Natti Natasha,8282,https://open.spotify.com/track/6Za3190Sbw39BBC77WSS1C,2017-11-20,pa
3,Échame La Culpa,Luis Fonsi,8219,https://open.spotify.com/track/1zsG4eaZmkA1dvjDDsAGLK,2017-11-20,pa
4,Se Preparó,Ozuna,7263,https://open.spotify.com/track/1m69ELEgE6k5ZWsap40ozt,2017-11-20,pa
