Position,Track Name,Artist,Streams,URL,Date,Region
9,Hey DJ,CNCO,3820,https://open.spotify.com/track/209gZgcfLq2aUuu51vOWBl,2017-07-24,sv
10,Shape of You,Ed Sheeran,3627,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,2017-07-24,sv
1,Mi Gente,J Balvin,7933,https://open.spotify.com/track/2rb5MvYT7ZIxbKW5hfcHx8,2017-07-31,sv
2,Una Lady Como Tú,Manuel Turizo,6753,https://open.spotify.com/track/7MHN1aCFtLXjownGhvEQlF,2017-07-31,sv
3,Me Rehúso,Danny Ocean,6222,https://open.spotify.com/track/6De0lHrwBfPfrhorm9q1Xl,2017-07-31,sv
4,Escápate Conmigo,Wisin,5737,https://open.spotify.com/track/2cnKEkpVUSV4wnjQiTWfH6,2017-07-31,sv
5,Ahora Dice,Chris Jeday,5420,https://open.spotify.com/track/22eADXu8DfOAUEDw4vU8qy,2017-07-31,sv
6,Felices los 4,Maluma,5257,https://open.spotify.com/track/0qYTZCo5Bwh1nsUFGZP3zn,2017-07-31,sv
7,Bonita,J Balvin,4773,https://open.spotify.com/track/693iqPOQvhI7PobtR8CC8v,2017-07-31,sv
8,"Sola (Remix) [feat. Daddy Yankee, Wisin, Farruko, Zion & Lennox]",Anuel Aa,4475,https://open.spotify.com/track/5q2JbCNi4FcnglgPfxcV65,2017-07-31,sv
9,Hey DJ,CNCO,3913,https://open.spotify.com/track/209gZgcfLq2aUuu51vOWBl,2017-07-31,sv
10,Shape of You,Ed Sheeran,3782,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,2017-07-31,sv
1,Mi Gente,J Balvin,7173,https://open.spotify.com/track/2rb5MvYT7ZIxbKW5hfcHx8,2017-08-07,sv
2,Una Lady Como Tú,Manuel Turizo,6198,https://open.spotify.com/track/7MHN1aCFtLXjownGhvEQlF,2017-08-07,sv
3,Me Rehúso,Danny Ocean,5314,https://open.spotify.com/track/6De0lHrwBfPfrhorm9q1Xl,2017-08-07,sv
4,Escápate Conmigo,Wisin,5177,https://open.spotify.com/track/2cnKEkpVUSV4wnjQiTWfH6,2017-08-07,sv
5,Felices los 4,Maluma,4652,https://open.spotify.com/track/0qYTZCo5Bwh1nsUFGZP3zn,2017-08-07,sv
6,Bonita,J Balvin,4553,https://open.spotify.com/track/693iqPOQvhI7PobtR8CC8v,2017-08-07,sv
7,Ahora Dice,Chris Jeday,4497,https://open.spotify.com/track/22eADXu8DfOAUEDw4vU8qy,2017-08-07,sv
8,"Sola (Remix) [feat. Daddy Yankee, Wisin, Farruko, Zion & Lennox]",Anuel Aa,4006,https://open.spotify.com/track/5q2JbCNi4FcnglgPfxcV65,2017-08-07,sv
9,Krippy Kush,Farruko,3643,https://open.spotify.com/track/3rgjBiAMVGnxmsTDmUy8vb,2017-08-07,sv
10,Hey DJ,CNCO,3413,https://open.spotify.com/track/209gZgcfLq2aUuu51vOWBl,2017-08-07,sv
1,Mi Gente,J Balvin,6691,https://open.spotify.com/track/2rb5MvYT7ZIxbKW5hfcHx8,2017-08-14,sv
2,Una Lady Como Tú,Manuel Turizo,6060,https://open.spotify.com/track/7MHN1aCFtLXjownGhvEQlF,2017-08-14,sv
3,Me Rehúso,Danny Ocean,5077,https://open.spotify.com/track/6De0lHrwBfPfrhorm9q1Xl,2017-08-14,sv
4,Escápate Conmigo,Wisin,4999,https://open.spotify.com/track/2cnKEkpVUSV4wnjQiTWfH6,2017-08-14,sv
5,Krippy Kush,Farruko,4765,https://open.spotify.com/track/3rgjBiAMVGnxmsTDmUy8vb,2017-08-14,sv
6,Bonita,J Balvin,4676,https://open.spotify.com/track/693iqPOQvhI7PobtR8CC8v,2017-08-14,sv
7,Ahora Dice,Chris Jeday,4432,https://open.spotify.com/track/22eADXu8DfOAUEDw4vU8qy,2017-08-14,sv
8,Felices los 4,Maluma,4270,https://open.spotify.com/track/0qYTZCo5Bwh1nsUFGZP3zn,2017-08-14,sv
9,"Sola (Remix) [feat. Daddy Yankee, Wisin, Farruko, Zion & Lennox]",Anuel Aa,3833,https://open.spotify.com/track/5q2JbCNi4FcnglgPfxcV65,2017-08-14,sv
10,Robarte un Beso,Carlos Vives,3819,https://open.spotify.com/track/4z3GJkrtH97Bj6fRta983T,2017-08-14,sv
1,Mi Gente,J Balvin,6167,https://open.spotify.com/track/2rb5MvYT7ZIxbKW5hfcHx8,2017-08-21,sv
2,Una Lady Como Tú,Manuel Turizo,5931,https://open.spotify.com/track/7MHN1aCFtLXjownGhvEQlF,2017-08-21,sv
3,Krippy Kush,Farruko,5324,https://open.spotify.com/track/3rgjBiAMVGnxmsTDmUy8vb,2017-08-21,sv
4,Me Rehúso,Danny Ocean,4870,https://open.spotify.com/track/6De0lHrwBfPfrhorm9q1Xl,2017-08-21,sv
5,Escápate Conmigo,Wisin,4766,https://open.spotify.com/track/2cnKEkpVUSV4wnjQiTWfH6,2017-08-21,sv
6,Bonita,J Balvin,4539,https://open.spotify.com/track/693iqPOQvhI7PobtR8CC8v,2017-08-21,sv
7,Robarte un Beso,Carlos Vives,4467,https://open.spotify.com/track/4z3GJkrtH97Bj6fRta983T,2017-08-21,sv
8,Ahora Dice,Chris Jeday,4297,https://open.spotify.com/track/22eADXu8DfOAUEDw4vU8qy,2017-08-21,sv
9,Felices los 4,Maluma,4129,https://open.spotify.com/track/0qYTZCo5Bwh1nsUFGZP3zn,2017-08-21,sv
10,Mayores,Becky G,3966,https://open.spotify.com/track/7JNh1cfm0eXjqFVOzKLyau,2017-08-21,sv
1,Mi Gente,J Balvin,6572,https://open.spotify.com/track/2rb5MvYT7ZIxbKW5hfcHx8,2017-08-28,sv
2,Una Lady Como Tú,Manuel Turizo,5739,https://open.spotify.com/track/7MHN1aCFtLXjownGhvEQlF,2017-08-28,sv
3,Krippy Kush,Farruko,5401,https://open.spotify.com/track/3rgjBiAMVGnxmsTDmUy8vb,2017-08-28,sv
4,Me Rehúso,Danny Ocean,5086,https://open.spotify.com/track/6De0lHrwBfPfrhorm9q1Xl,2017-08-28,sv
5,Robarte un Beso,Carlos Vives,5053,https://open.spotify.com/track/4z3GJkrtH97Bj6fRta983T,2017-08-28,sv
6,Mayores,Becky G,4691,https://open.spotify.com/track/7JNh1cfm0eXjqFVOzKLyau,2017-08-28,sv
7,Escápate Conmigo,Wisin,4686,https://open.spotify.com/track/2cnKEkpVUSV4wnjQiTWfH6,2017-08-28,sv
8,Bonita,J Balvin,4550,https://open.spotify.com/track/693iqPOQvhI7PobtR8CC8v,2017-08-28,sv
9,Ahora Dice,Chris Jeday,4370,https://open.spotify.com/track/22eADXu8DfOAUEDw4vU8qy,2017-08-28,sv
10,Look What You Made Me Do,Taylor Swift,4176,https://open.spotify.com/track/2VjtYe7gpfUi2OkGxR2O2z,2017-08-28,sv
1,Mi Gente,J Balvin,6059,https://open.spotify.com/track/2rb5MvYT7ZIxbKW5hfcHx8,2017-09-04,sv
2,Una Lady Como Tú,Manuel Turizo,5385,https://open.spotify.com/track/7MHN1aCFtLXjownGhvEQlF,2017-09-04,sv
3,Robarte un Beso,Carlos Vives,5233,https://open.spotify.com/track/4z3GJkrtH97Bj6fRta983T,2017-09-04,sv
4,Me Rehúso,Danny Ocean,5227,https://open.spotify.com/track/6De0lHrwBfPfrhorm9q1Xl,2017-09-04,sv
5,Mayores,Becky G,5127,https://open.spotify.com/track/7JNh1cfm0eXjqFVOzKLyau,2017-09-04,sv
6,Krippy Kush,Farruko,4942,https://open.spotify.com/track/3rgjBiAMVGnxmsTDmUy8vb,2017-09-04,sv
7,Bonita,J Balvin,4609,https://open.spotify.com/track/693iqPOQvhI7PobtR8CC8v,2017-09-04,sv
8,Escápate Conmigo,Wisin,4522,https://open.spotify.com/track/2cnKEkpVUSV4wnjQiTWfH6,2017-09-04,sv
9,Look What You Made Me Do,Taylor Swift,4143,https://open.spotify.com/track/6uFsE1JgZ20EXyU0JQZbUR,2017-09-04,sv
10,Ahora Dice,Chris Jeday,4086,https://open.spotify.com/track/22eADXu8DfOAUEDw4vU8qy,2017-09-04,sv
1,Mi Gente,J Balvin,5645,https://open.spotify.com/track/2rb5MvYT7ZIxbKW5hfcHx8,2017-09-11,sv
2,Robarte un Beso,Carlos Vives,5217,https://open.spotify.com/track/4z3GJkrtH97Bj6fRta983T,2017-09-11,sv
3,Una Lady Como Tú,Manuel Turizo,5176,https://open.spotify.com/track/7MHN1aCFtLXjownGhvEQlF,2017-09-11,sv
4,Mayores,Becky G,4938,https://open.spotify.com/track/7JNh1cfm0eXjqFVOzKLyau,2017-09-11,sv
5,Me Rehúso,Danny Ocean,4792,https://open.spotify.com/track/6De0lHrwBfPfrhorm9q1Xl,2017-09-11,sv
6,Krippy Kush,Farruko,4700,https://open.spotify.com/track/3rgjBiAMVGnxmsTDmUy8vb,2017-09-11,sv
7,Bonita,J Balvin,4448,https://open.spotify.com/track/693iqPOQvhI7PobtR8CC8v,2017-09-11,sv
8,Escápate Conmigo,Wisin,4392,https://open.spotify.com/track/2cnKEkpVUSV4wnjQiTWfH6,2017-09-11,sv
9,Como Antes,Yandel,4062,https://open.spotify.com/track/5YzA563GXTuwQaRq24z1k5,2017-09-11,sv
10,"Sola (Remix) [feat. Daddy Yankee, Wisin, Farruko, Zion & Lennox]",Anuel Aa,3853,https://open.spotify.com/track/5q2JbCNi4FcnglgPfxcV65,2017-09-11,sv
1,Mi Gente,J Balvin,5501,https://open.spotify.com/track/2rb5MvYT7ZIxbKW5hfcHx8,2017-09-18,sv
2,Mayores,Becky G,5400,https://open.spotify.com/track/7JNh1cfm0eXjqFVOzKLyau,2017-09-18,sv
3,Robarte un Beso,Carlos Vives,5382,https://open.spotify.com/track/4z3GJkrtH97Bj6fRta983T,2017-09-18,sv
4,Una Lady Como Tú,Manuel Turizo,5163,https://open.spotify.com/track/7MHN1aCFtLXjownGhvEQlF,2017-09-18,sv
5,Me Rehúso,Danny Ocean,4840,https://open.spotify.com/track/6De0lHrwBfPfrhorm9q1Xl,2017-09-18,sv
6,Bonita,J Balvin,4712,https://open.spotify.com/track/693iqPOQvhI7PobtR8CC8v,2017-09-18,sv
7,Krippy Kush,Farruko,4457,https://open.spotify.com/track/7FfpP3YZ6fOWMdxkIAtud9,2017-09-18,sv
8,Escápate Conmigo,Wisin,4349,https://open.spotify.com/track/2cnKEkpVUSV4wnjQiTWfH6,2017-09-18,sv
9,Báilame - Remix,Nacho,4048,https://open.spotify.com/track/3VClLWqNn80Llv0PJOsKgr,2017-09-18,sv
10,Ahora Dice,Chris Jeday,3882,https://open.spotify.com/track/22eADXu8DfOAUEDw4vU8qy,2017-09-18,sv
1,Mi Gente,J Balvin,5077,https://open.spotify.com/track/2rb5MvYT7ZIxbKW5hfcHx8,2017-09-25,sv
2,Robarte un Beso,Carlos Vives,5007,https://open.spotify.com/track/4z3GJkrtH97Bj6fRta983T,2017-09-25,sv
3,Mayores,Becky G,4883,https://open.spotify.com/track/7JNh1cfm0eXjqFVOzKLyau,2017-09-25,sv
4,Me Rehúso,Danny Ocean,4567,https://open.spotify.com/track/6De0lHrwBfPfrhorm9q1Xl,2017-09-25,sv
5,Krippy Kush,Farruko,4347,https://open.spotify.com/track/7FfpP3YZ6fOWMdxkIAtud9,2017-09-25,sv
6,Una Lady Como Tú,Manuel Turizo,4311,https://open.spotify.com/track/7MHN1aCFtLXjownGhvEQlF,2017-09-25,sv
7,Bonita,J Balvin,4283,https://open.spotify.com/track/693iqPOQvhI7PobtR8CC8v,2017-09-25,sv
8,Báilame - Remix,Nacho,4003,https://open.spotify.com/track/3VClLWqNn80Llv0PJOsKgr,2017-09-25,sv
9,Escápate Conmigo,Wisin,3834,https://open.spotify.com/track/2cnKEkpVUSV4wnjQiTWfH6,2017-09-25,sv
10,Ahora Dice,Chris Jeday,3573,https://open.spotify.com/track/22eADXu8DfOAUEDw4vU8qy,2017-09-25,sv
1,Robarte un Beso,Carlos Vives,4801,https://open.spotify.com/track/4z3GJkrtH97Bj6fRta983T,2017-10-02,sv
2,Mayores,Becky G,4618,https://open.spotify.com/track/7JNh1cfm0eXjqFVOzKLyau,2017-10-02,sv
3,Mi Gente,J Balvin,4256,https://open.spotify.com/track/2rb5MvYT7ZIxbKW5hfcHx8,2017-10-02,sv
4,Krippy Kush,Farruko,4158,https://open.spotify.com/track/7FfpP3YZ6fOWMdxkIAtud9,2017-10-02,sv
5,Me Rehúso,Danny Ocean,4090,https://open.spotify.com/track/6De0lHrwBfPfrhorm9q1Xl,2017-10-02,sv
6,Bonita,J Balvin,4089,https://open.spotify.com/track/693iqPOQvhI7PobtR8CC8v,2017-10-02,sv
7,Se Preparó,Ozuna,3964,https://open.spotify.com/track/1m69ELEgE6k5ZWsap40ozt,2017-10-02,sv
8,Báilame - Remix,Nacho,3805,https://open.spotify.com/track/3VClLWqNn80Llv0PJOsKgr,2017-10-02,sv
9,Una Lady Como Tú,Manuel Turizo,3762,https://open.spotify.com/track/7MHN1aCFtLXjownGhvEQlF,2017-10-02,sv
10,Escápate Conmigo,Wisin,3641,https://open.spotify.com/track/2cnKEkpVUSV4wnjQiTWfH6,2017-10-02,sv
1,Robarte un Beso,Carlos Vives,4854,https://open.spotify.com/track/4z3GJkrtH97Bj6fRta983T,2017-10-09,sv
2,Mayores,Becky G,4854,https://open.spotify.com/track/7JNh1cfm0eXjqFVOzKLyau,2017-10-09,sv
3,Se Preparó,Ozuna,4807,https://open.spotify.com/track/1m69ELEgE6k5ZWsap40ozt,2017-10-09,sv
4,Me Rehúso,Danny Ocean,4279,https://open.spotify.com/track/6De0lHrwBfPfrhorm9q1Xl,2017-10-09,sv
5,Bonita,J Balvin,4042,https://open.spotify.com/track/693iqPOQvhI7PobtR8CC8v,2017-10-09,sv
6,Criminal,Natti Natasha,4005,https://open.spotify.com/track/2SmgFAhQkQCQPyBiBxR6Te,2017-10-09,sv
7,Mi Gente,J Balvin,3942,https://open.spotify.com/track/2rb5MvYT7ZIxbKW5hfcHx8,2017-10-09,sv
8,Krippy Kush,Farruko,3922,https://open.spotify.com/track/7FfpP3YZ6fOWMdxkIAtud9,2017-10-09,sv
9,Una Lady Como Tú,Manuel Turizo,3796,https://open.spotify.com/track/7MHN1aCFtLXjownGhvEQlF,2017-10-09,sv
10,Báilame - Remix,Nacho,3781,https://open.spotify.com/track/3VClLWqNn80Llv0PJOsKgr,2017-10-09,sv
1,Criminal,Natti Natasha,5130,https://open.spotify.com/track/2SmgFAhQkQCQPyBiBxR6Te,2017-10-16,sv
2,Mayores,Becky G,5098,https://open.spotify.com/track/7JNh1cfm0eXjqFVOzKLyau,2017-10-16,sv
3,Se Preparó,Ozuna,4888,https://open.spotify.com/track/1m69ELEgE6k5ZWsap40ozt,2017-10-16,sv
4,Robarte un Beso,Carlos Vives,4710,https://open.spotify.com/track/4z3GJkrtH97Bj6fRta983T,2017-10-16,sv
5,Me Rehúso,Danny Ocean,4087,https://open.spotify.com/track/6De0lHrwBfPfrhorm9q1Xl,2017-10-16,sv
6,Báilame - Remix,Nacho,4075,https://open.spotify.com/track/3VClLWqNn80Llv0PJOsKgr,2017-10-16,sv
7,Bonita,J Balvin,3813,https://open.spotify.com/track/693iqPOQvhI7PobtR8CC8v,2017-10-16,sv
8,Mi Gente,J Balvin,3762,https://open.spotify.com/track/2rb5MvYT7ZIxbKW5hfcHx8,2017-10-16,sv
9,Krippy Kush,Farruko,3706,https://open.spotify.com/track/7FfpP3YZ6fOWMdxkIAtud9,2017-10-16,sv
10,Escápate Conmigo,Wisin,3659,https://open.spotify.com/track/2cnKEkpVUSV4wnjQiTWfH6,2017-10-16,sv
1,Criminal,Natti Natasha,6200,https://open.spotify.com/track/2SmgFAhQkQCQPyBiBxR6Te,2017-10-23,sv
2,Se Preparó,Ozuna,5447,https://open.spotify.com/track/1m69ELEgE6k5ZWsap40ozt,2017-10-23,sv
3,Mayores,Becky G,5148,https://open.spotify.com/track/7JNh1cfm0eXjqFVOzKLyau,2017-10-23,sv
4,Robarte un Beso,Carlos Vives,4658,https://open.spotify.com/track/4z3GJkrtH97Bj6fRta983T,2017-10-23,sv
5,Me Rehúso,Danny Ocean,4293,https://open.spotify.com/track/6De0lHrwBfPfrhorm9q1Xl,2017-10-23,sv
6,Báilame - Remix,Nacho,4117,https://open.spotify.com/track/3VClLWqNn80Llv0PJOsKgr,2017-10-23,sv
7,Bonita,J Balvin,4035,https://open.spotify.com/track/693iqPOQvhI7PobtR8CC8v,2017-10-23,sv
8,Que Va,Alex Sensation,3990,https://open.spotify.com/track/7ofxPmTNMj2GP07g1VZa0O,2017-10-23,sv
9,Escápate Conmigo,Wisin,3787,https://open.spotify.com/track/2cnKEkpVUSV4wnjQiTWfH6,2017-10-23,sv
10,Krippy Kush,Farruko,3729,https://open.spotify.com/track/7FfpP3YZ6fOWMdxkIAtud9,2017-10-23,sv
1,Criminal,Natti Natasha,6905,https://open.spotify.com/track/2SmgFAhQkQCQPyBiBxR6Te,2017-10-30,sv
2,Se Preparó,Ozuna,5797,https://open.spotify.com/track/1m69ELEgE6k5ZWsap40ozt,2017-10-30,sv
3,Mayores,Becky G,5344,https://open.spotify.com/track/7JNh1cfm0eXjqFVOzKLyau,2017-10-30,sv
4,Robarte un Beso,Carlos Vives,4664,https://open.spotify.com/track/4z3GJkrtH97Bj6fRta983T,2017-10-30,sv
5,Me Rehúso,Danny Ocean,4498,https://open.spotify.com/track/6De0lHrwBfPfrhorm9q1Xl,2017-10-30,sv
6,Báilame - Remix,Nacho,4242,https://open.spotify.com/track/3VClLWqNn80Llv0PJOsKgr,2017-10-30,sv
7,Vuelve,Daddy Yankee,4190,https://open.spotify.com/track/0lJCqIx5BhZtf6QtYI2fbv,2017-10-30,sv
8,Bonita,J Balvin,4136,https://open.spotify.com/track/693iqPOQvhI7PobtR8CC8v,2017-10-30,sv
9,Que Va,Alex Sensation,4102,https://open.spotify.com/track/7ofxPmTNMj2GP07g1VZa0O,2017-10-30,sv
10,Escápate Conmigo,Wisin,3956,https://open.spotify.com/track/2cnKEkpVUSV4wnjQiTWfH6,2017-10-30,sv
1,Criminal,Natti Natasha,6959,https://open.spotify.com/track/2SmgFAhQkQCQPyBiBxR6Te,2017-11-06,sv
2,Se Preparó,Ozuna,5448,https://open.spotify.com/track/1m69ELEgE6k5ZWsap40ozt,2017-11-06,sv
3,Mayores,Becky G,4728,https://open.spotify.com/track/7JNh1cfm0eXjqFVOzKLyau,2017-11-06,sv
4,Sensualidad,Bad Bunny,4471,https://open.spotify.com/track/5hcisvFMidkMJlElTO9Qmw,2017-11-06,sv
5,Robarte un Beso,Carlos Vives,4288,https://open.spotify.com/track/4z3GJkrtH97Bj6fRta983T,2017-11-06,sv
6,Me Rehúso,Danny Ocean,4166,https://open.spotify.com/track/6De0lHrwBfPfrhorm9q1Xl,2017-11-06,sv
7,Que Va,Alex Sensation,4072,https://open.spotify.com/track/7ofxPmTNMj2GP07g1VZa0O,2017-11-06,sv
8,Vuelve,Daddy Yankee,3964,https://open.spotify.com/track/0lJCqIx5BhZtf6QtYI2fbv,2017-11-06,sv
9,Báilame - Remix,Nacho,3824,https://open.spotify.com/track/3VClLWqNn80Llv0PJOsKgr,2017-11-06,sv
10,Bonita,J Balvin,3713,https://open.spotify.com/track/693iqPOQvhI7PobtR8CC8v,2017-11-06,sv
1,Criminal,Natti Natasha,7120,https://open.spotify.com/track/6Za3190Sbw39BBC77WSS1C,2017-11-13,sv
2,Sensualidad,Bad Bunny,5766,https://open.spotify.com/track/5hcisvFMidkMJlElTO9Qmw,2017-11-13,sv
3,,,5713,https://open.spotify.com/track/1YqcGlCHNquxBhlUZsjhMT,2017-11-13,sv
4,Mayores,Becky G,4942,https://open.spotify.com/track/7JNh1cfm0eXjqFVOzKLyau,2017-11-13,sv
5,Que Va,Alex Sensation,4309,https://open.spotify.com/track/7ofxPmTNMj2GP07g1VZa0O,2017-11-13,sv
6,Me Rehúso,Danny Ocean,4238,https://open.spotify.com/track/6De0lHrwBfPfrhorm9q1Xl,2017-11-13,sv
7,Robarte un Beso,Carlos Vives,4207,https://open.spotify.com/track/0JcNysfWVWaMS7R6vzGB2k,2017-11-13,sv
8,Vuelve,Daddy Yankee,4153,https://open.spotify.com/track/0lJCqIx5BhZtf6QtYI2fbv,2017-11-13,sv
9,Báilame - Remix,Nacho,3843,https://open.spotify.com/track/3VClLWqNn80Llv0PJOsKgr,2017-11-13,sv
10,Havana,Camila Cabello,3713,https://open.spotify.com/track/0ofbQMrRDsUaVKq2mGLEAb,2017-11-13,sv
1,Criminal,Natti Natasha,6819,https://open.spotify.com/track/6Za3190Sbw39BBC77WSS1C,2017-11-20,sv
2,Sensualidad,Bad Bunny,6291,https://open.spotify.com/track/5hcisvFMidkMJlElTO9Qmw,2017-11-20,sv
3,Se Preparó,Ozuna,5313,https://open.spotify.com/track/1m69ELEgE6k5ZWsap40ozt,2017-11-20,sv
4,Mayores,Becky G,4624,https://open.spotify.com/track/7JNh1cfm0eXjqFVOzKLyau,2017-11-20,sv
5,Échame La Culpa,Luis Fonsi,4343,https://open.spotify.com/track/1zsG4eaZmkA1dvjDDsAGLK,2017-11-20,sv
6,Robarte un Beso,Carlos Vives,4199,https://open.spotify.com/track/0JcNysfWVWaMS7R6vzGB2k,2017-11-20,sv
7,Que Va,Alex Sensation,4111,https://open.spotify.com/track/7ofxPmTNMj2GP07g1VZa0O,2017-11-20,sv
8,Vuelve,Daddy Yankee,3967,https://open.spotify.com/track/0lJCqIx5BhZtf6QtYI2fbv,2017-11-20,sv
9,Báilame - Remix,Nacho,3896,https://open.spotify.com/track/3VClLWqNn80Llv0PJOsKgr,2017-11-20,sv
10,Me Rehúso,Danny Ocean,3889,https://open.spotify.com/track/6De0lHrwBfPfrhorm9q1Xl,2017-11-20,sv
1,Criminal,Natti Natasha,6572,https://open.spotify.com/track/6Za3190Sbw39BBC77WSS1C,2017-11-27,sv
2,Sensualidad,Bad Bunny,6566,https://open.spotify.com/track/5hcisvFMidkMJlElTO9Qmw,2017-11-27,sv
3,Se Preparó,Ozuna,5053,https://open.spotify.com/track/1m69ELEgE6k5ZWsap40ozt,2017-11-27,sv
4,Échame La Culpa,Luis Fonsi,4607,https://open.spotify.com/track/1zsG4eaZmkA1dvjDDsAGLK,2017-11-27,sv
5,Mayores,Becky G,4185,https://open.spotify.com/track/7JNh1cfm0eXjqFVOzKLyau,2017-11-27,sv
6,Que Va,Alex Sensation,4080,https://open.spotify.com/track/7ofxPmTNMj2GP07g1VZa0O,2017-11-27,sv
7,Báilame - Remix,Nacho,3845,https://open.spotify.com/track/3VClLWqNn80Llv0PJOsKgr,2017-11-27,sv
8,Vuelve,Daddy Yankee,3813,https://open.spotify.com/track/0lJCqIx5BhZtf6QtYI2fbv,2017-11-27,sv
9,Robarte un Beso,Carlos Vives,3798,https://open.spotify.com/track/0JcNysfWVWaMS7R6vzGB2k,2017-11-27,sv
10,Déjala Que Vuelva (feat. Manuel Turizo),Piso 21,3759,https://open.spotify.com/track/33bnxcjePIkcmNjEFTJX0l,2017-11-27,sv
1,Sensualidad,Bad Bunny,7094,https://open.spotify.com/track/5hcisvFMidkMJlElTO9Qmw,2017-12-04,sv
2,Criminal,Natti Natasha,6968,https://open.spotify.com/track/6Za3190Sbw39BBC77WSS1C,2017-12-04,sv
3,Se Preparó,Ozuna,5466,https://open.spotify.com/track/1m69ELEgE6k5ZWsap40ozt,2017-12-04,sv
4,Échame La Culpa,Luis Fonsi,5033,https://open.spotify.com/track/1zsG4eaZmkA1dvjDDsAGLK,2017-12-04,sv
5,Déjala Que Vuelva (feat. Manuel Turizo),Piso 21,4458,https://open.spotify.com/track/33bnxcjePIkcmNjEFTJX0l,2017-12-04,sv
6,Que Va,Alex Sensation,4359,https://open.spotify.com/track/7ofxPmTNMj2GP07g1VZa0O,2017-12-04,sv
7,Mayores,Becky G,4283,https://open.spotify.com/track/7JNh1cfm0eXjqFVOzKLyau,2017-12-04,sv
8,Vuelve,Daddy Yankee,4216,https://open.spotify.com/track/0lJCqIx5BhZtf6QtYI2fbv,2017-12-04,sv
9,Me Rehúso,Danny Ocean,4193,https://open.spotify.com/track/6De0lHrwBfPfrhorm9q1Xl,2017-12-04,sv
10,Robarte un Beso,Carlos Vives,3880,https://open.spotify.com/track/0JcNysfWVWaMS7R6vzGB2k,2017-12-04,sv
1,Sensualidad,Bad Bunny,6748,https://open.spotify.com/track/5hcisvFMidkMJlElTO9Qmw,2017-12-11,sv
2,Criminal,Natti Natasha,6114,https://open.spotify.com/track/6Za3190Sbw39BBC77WSS1C,2017-12-11,sv
3,Se Preparó,Ozuna,4841,https://open.spotify.com/track/1m69ELEgE6k5ZWsap40ozt,2017-12-11,sv
4,Déjala Que Vuelva (feat. Manuel Turizo),Piso 21,4811,https://open.spotify.com/track/33bnxcjePIkcmNjEFTJX0l,2017-12-11,sv
5,Échame La Culpa,Luis Fonsi,4521,https://open.spotify.com/track/1zsG4eaZmkA1dvjDDsAGLK,2017-12-11,sv
6,Me Rehúso,Danny Ocean,4321,https://open.spotify.com/track/6De0lHrwBfPfrhorm9q1Xl,2017-12-11,sv
7,Mayores,Becky G,3935,https://open.spotify.com/track/7JNh1cfm0eXjqFVOzKLyau,2017-12-11,sv
8,Que Va,Alex Sensation,3890,https://open.spotify.com/track/7ofxPmTNMj2GP07g1VZa0O,2017-12-11,sv
9,Vuelve,Daddy Yankee,3695,https://open.spotify.com/track/0lJCqIx5BhZtf6QtYI2fbv,2017-12-11,sv
10,rockstar,Post Malone,3635,https://open.spotify.com/track/7wGoVu4Dady5GV0Sv4UIsx,2017-12-11,sv
1,Sensualidad,Bad Bunny,7113,https://open.spotify.com/track/5hcisvFMidkMJlElTO9Qmw,2017-12-18,sv
2,Criminal,Natti Natasha,6410,https://open.spotify.com/track/6Za3190Sbw39BBC77WSS1C,2017-12-18,sv
3,Déjala Que Vuelva (feat. Manuel Turizo),Piso 21,5960,https://open.spotify.com/track/33bnxcjePIkcmNjEFTJX0l,2017-12-18,sv
4,Se Preparó,Ozuna,5020,https://open.spotify.com/track/1m69ELEgE6k5ZWsap40ozt,2017-12-18,sv
5,Échame La Culpa,Luis Fonsi,4693,https://open.spotify.com/track/1zsG4eaZmkA1dvjDDsAGLK,2017-12-18,sv
6,Downtown,Anitta,4500,https://open.spotify.com/track/3Ga6eKrUFf12ouh9Yw3v2D,2017-12-18,sv
7,Que Va,Alex Sensation,4283,https://open.spotify.com/track/7ofxPmTNMj2GP07g1VZa0O,2017-12-18,sv
8,Mayores,Becky G,4227,https://open.spotify.com/track/7JNh1cfm0eXjqFVOzKLyau,2017-12-18,sv
9,Corazón,Maluma,4057,https://open.spotify.com/track/4lESS6vuruP6a79KWRaQou,2017-12-18,sv
10,rockstar,Post Malone,4036,https://open.spotify.com/track/7wGoVu4Dady5GV0Sv4UIsx,2017-12-18,sv
1,Criminal,Natti Natasha,6901,https://open.spotify.com/track/6Za3190Sbw39BBC77WSS1C,2017-12-25,sv
2,Sensualidad,Bad Bunny,6763,https://open.spotify.com/track/5hcisvFMidkMJlElTO9Qmw,2017-12-25,sv
3,Déjala Que Vuelva (feat. Manuel Turizo),Piso 21,6143,https://open.spotify.com/track/33bnxcjePIkcmNjEFTJX0l,2017-12-25,sv
4,Se Preparó,Ozuna,5213,https://open.spotify.com/track/1m69ELEgE6k5ZWsap40ozt,2017-12-25,sv
5,Échame La Culpa,Luis Fonsi,4941,https://open.spotify.com/track/1zsG4eaZmkA1dvjDDsAGLK,2017-12-25,sv
6,Mayores,Becky G,4457,https://open.spotify.com/track/7JNh1cfm0eXjqFVOzKLyau,2017-12-25,sv
7,Que Va,Alex Sensation,4454,https://open.spotify.com/track/7ofxPmTNMj2GP07g1VZa0O,2017-12-25,sv
